"timestamp","state","timediff","LR0","LR1","LR2","LR3","LR4","LR5","LR6","LR7","LR8","LR9","LR10","LR11","LR12","LR13","LR14","LP0","LP1","LP2","LD","BeR0","BeR1","BeR2","BeR3","BeR4","BeR5","BeR6","BeR7","BeR8","BeP0","BeP1","BeP2","BeD","BathR0","BathR1","BathR2","BathP0","BathD"
2019-04-16 01:06:42,"sleep",1010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-04-16 01:06:43,"sleep",973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-04-16 01:06:47,"sleep",954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-04-16 01:06:48,"sleep",953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-04-16 01:06:51,"sleep",956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-04-16 01:09:29,"sleep",904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-04-16 01:09:29,"sleep",902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-04-16 01:09:30,"sleep",252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0
2019-04-16 01:09:37,"sleep",257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0
2019-04-16 01:09:48,"sleep",186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0
2019-04-16 01:09:52,"sleep",185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0
2019-04-16 01:09:52,"sleep",189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0
2019-04-16 01:09:59,"sleep",191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0
2019-04-16 01:10:16,"sleep",205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,3,0,0,0,1,0,0,0,0,0,0,0,0,0
2019-04-16 01:10:17,"sleep",48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,2,0,0,0,1,0,0,0,0,0,0,0,0,0
2019-04-16 01:10:19,"sleep",50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0
2019-04-16 01:10:42,"sleep",72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,1,0,0,0,2,0,0,0,0,0,0,0,0,0
2019-04-16 01:12:09,"sleep",152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,1,0,0,0,2,0,0,0,0,0,0,0,0,0
2019-04-16 01:13:27,"sleep",219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,1,0,0,0,2,0,0,0,0,0,0,0,0,0
2019-04-16 01:13:29,"sleep",217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0
2019-04-16 01:13:36,"sleep",224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,4,1,0,0,0,2,0,0,0,0,0,0,0,0,0
2019-04-16 01:13:48,"sleep",229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2019-04-16 01:13:56,"sleep",220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2019-04-16 01:14:23,"sleep",246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0
2019-04-16 01:15:21,"sleep",302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0
2019-04-16 01:15:21,"sleep",279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2019-04-16 01:15:32,"sleep",203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2019-04-16 01:15:49,"sleep",140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2019-04-16 01:15:49,"sleep",142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019-04-16 01:16:27,"sleep",171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2019-04-16 01:16:42,"sleep",174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2019-04-16 01:16:42,"sleep",166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2019-04-16 01:17:23,"sleep",180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2019-04-16 01:17:23,"sleep",122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2019-04-16 01:18:51,"sleep",210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2019-04-16 01:19:13,"sleep",221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2019-04-16 01:19:13,"sleep",204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0
2019-04-16 01:19:33,"sleep",224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0
2019-04-16 01:19:35,"sleep",173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2019-04-16 01:19:35,"sleep",188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2019-04-16 01:20:11,"sleep",209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2019-04-16 01:21:14,"sleep",231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2019-04-16 01:21:18,"sleep",235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0
2019-04-16 01:21:19,"sleep",148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0
2019-04-16 01:21:34,"sleep",141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0
2019-04-16 01:22:01,"sleep",168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0
2019-04-16 01:22:13,"sleep",160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0
2019-04-16 01:22:13,"sleep",158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0
2019-04-16 01:22:33,"sleep",178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0
2019-04-16 01:22:33,"sleep",142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0
2019-04-16 01:22:43,"sleep",89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0
2019-04-16 01:23:10,"sleep",111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0
2019-04-16 01:23:10,"sleep",112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0
2019-04-16 01:23:32,"sleep",118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-04-16 01:23:48,"sleep",107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-04-16 01:24:05,"sleep",112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-04-16 01:24:10,"sleep",117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-04-16 01:24:14,"sleep",101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2019-04-16 01:24:19,"sleep",106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2019-04-16 01:24:19,"sleep",96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2019-04-16 01:24:28,"sleep",78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2019-04-16 01:25:39,"sleep",149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2019-04-16 01:25:44,"sleep",132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019-04-16 01:27:03,"sleep",195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019-04-16 01:27:06,"sleep",181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019-04-16 01:27:16,"sleep",186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019-04-16 01:27:16,"sleep",182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019-04-16 01:27:16,"sleep",177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-04-16 01:27:34,"sleep",186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-04-16 01:27:34,"sleep",195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-04-16 01:27:34,"sleep",115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-04-16 01:27:41,"sleep",117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-04-16 01:28:08,"sleep",65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0
2019-04-16 01:28:09,"sleep",53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0
2019-04-16 01:28:09,"sleep",63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0
2019-04-16 01:28:23,"sleep",67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0
2019-04-16 01:28:24,"sleep",50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0
2019-04-16 01:28:24,"sleep",68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0
2019-04-16 01:28:25,"sleep",51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0
2019-04-16 01:28:40,"sleep",66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0
2019-04-16 01:28:40,"sleep",59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0
2019-04-16 01:28:41,"sleep",33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,2,0,0,0,3,0,0,0,0,0,0,0,0,0
2019-04-16 01:28:53,"sleep",44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0
2019-04-16 01:28:53,"sleep",44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0
2019-04-16 01:29:15,"sleep",52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0
2019-04-16 01:29:44,"sleep",80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,4,0,0,0,2,0,0,0,0,0,0,0,0,0
2019-04-16 01:29:44,"sleep",80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0
2019-04-16 01:30:09,"sleep",104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0
