2019-04-18 00:36:14.680858,BeR7 On
2019-04-18 00:36:14.744359,BeP0 On
2019-04-18 00:36:14.807643,BeP1 On
2019-04-18 00:36:14.870889,BeP2 On
2019-04-18 00:36:14.934756,BeD Off
2019-04-18 00:36:21.677753,BeR4 On
2019-04-18 00:36:23.131956,BeR8 On
2019-04-18 00:36:24.308293,BeR1 On
2019-04-18 00:36:24.371258,BeR3 On
2019-04-18 00:36:24.714098,BeR0 On
2019-04-18 00:36:24.778756,BeR4 Off
2019-04-18 00:36:24.843160,BeP0 Off
2019-04-18 00:36:24.908013,BeP1 Off
2019-04-18 00:36:24.974114,BeP2 Off
2019-04-18 00:36:25.872885,BeR8 Off
2019-04-18 00:36:26.815832,BeR1 Off
2019-04-18 00:36:26.951120,BeR3 Off
2019-04-18 00:36:27.339667,BeR0 Off
2019-04-18 00:36:29.907797,BeP0 On
2019-04-18 00:36:29.970683,BeP1 On
2019-04-18 00:36:30.030733,BeP2 On
2019-04-18 00:36:33.159217,BeR3 On
2019-04-18 00:36:35.727748,BeR3 Off
2019-04-18 00:36:43.585893,BeP0 Off
2019-04-18 00:36:43.650248,BeP1 Off
2019-04-18 00:36:43.715329,BeP2 Off
2019-04-18 00:37:09.662785,BeR4 On
2019-04-18 00:37:12.509465,BeR8 On
2019-04-18 00:37:12.853179,BeR4 Off
2019-04-18 00:37:15.423403,BeR8 Off
2019-04-18 00:37:17.155900,BeR1 On
2019-04-18 00:37:19.726215,BeR1 Off
2019-04-18 00:37:22.294106,BeR0 On
2019-04-18 00:37:23.749203,BeR3 On
2019-04-18 00:37:24.927355,BeR0 Off
2019-04-18 00:37:26.384031,BeR3 Off
2019-04-18 00:37:27.084775,BeR1 On
2019-04-18 00:37:28.282663,BeR8 On
2019-04-18 00:37:29.460776,BeR1 Off
2019-04-18 00:37:29.802458,BeR4 On
2019-04-18 00:37:30.980908,BeR8 Off
2019-04-18 00:37:32.715867,BeR4 Off
2019-04-18 00:37:45.303704,BeR4 On
2019-04-18 00:37:46.202028,BeR1 On
2019-04-18 00:37:48.215126,BeR0 On
2019-04-18 00:37:48.277527,BeR4 Off
2019-04-18 00:37:48.621350,BeR1 Off
2019-04-18 00:37:50.912632,BeR0 Off
2019-04-18 00:37:53.481596,BeR4 On
2019-04-18 00:37:54.101283,BeR1 On
2019-04-18 00:37:56.670894,BeR1 Off
2019-04-18 00:37:56.734706,BeR4 Off
2019-04-18 00:38:03.200643,BeR1 On
2019-04-18 00:38:03.542122,BeR4 On
2019-04-18 00:38:05.275504,BeR0 On
2019-04-18 00:38:05.896982,BeR1 Off
2019-04-18 00:38:06.518826,BeR4 Off
2019-04-18 00:38:07.974613,BeR0 Off
2019-04-18 00:38:08.594744,BeR8 On
2019-04-18 00:38:11.442967,BeR8 Off
2019-04-18 00:38:11.784480,BeR1 On
2019-04-18 00:38:14.354569,BeR1 Off
2019-04-18 00:38:46.703921,BeR1 On
2019-04-18 00:38:47.602305,BeR3 On
2019-04-18 00:38:49.337032,BeR1 Off
2019-04-18 00:38:50.237337,BeR3 Off
2019-04-18 00:39:10.618423,BeR8 On
2019-04-18 00:39:11.516354,BeR1 On
2019-04-18 00:39:13.529827,BeR8 Off
2019-04-18 00:39:14.150533,BeR1 Off
2019-04-18 00:39:14.770587,BeR0 On
2019-04-18 00:39:17.618506,BeR0 Off
2019-04-18 00:39:24.918093,BeR1 On
2019-04-18 00:39:26.683655,BeR8 On
2019-04-18 00:39:27.573354,BeR1 Off
2019-04-18 00:39:28.749713,BeR4 On
2019-04-18 00:39:29.371448,BeR8 Off
2019-04-18 00:39:31.663155,BeR4 Off
2019-04-18 00:39:38.406576,BeR1 On
2019-04-18 00:39:40.972866,BeR1 Off
2019-04-18 00:39:42.987243,BeR4 On
2019-04-18 00:39:45.835256,BeR4 Off
2019-04-18 00:39:48.682622,BeR1 On
2019-04-18 00:39:49.302687,BeR8 On
2019-04-18 00:39:51.314683,BeR1 Off
2019-04-18 00:39:51.376106,BeR4 On
2019-04-18 00:39:52.278025,BeR8 Off
2019-04-18 00:39:54.569306,BeR4 Off
2019-04-18 00:39:55.746175,BeR0 On
2019-04-18 00:39:57.757978,BeR1 On
2019-04-18 00:39:58.378849,BeR0 Off
2019-04-18 00:40:00.392208,BeR1 Off
2019-04-18 00:40:01.568294,BeR4 On
2019-04-18 00:40:04.695464,BeR4 Off
2019-04-18 00:40:13.664169,BeR1 On
2019-04-18 00:40:13.727097,BeR3 On
2019-04-18 00:40:14.626714,BeR4 On
2019-04-18 00:40:16.081513,BeR8 On
2019-04-18 00:40:16.425157,BeR1 Off
2019-04-18 00:40:16.490578,BeR3 Off
2019-04-18 00:40:17.390080,BeR4 Off
2019-04-18 00:40:19.124877,BeR8 Off
2019-04-18 00:40:29.764718,BeR1 On
2019-04-18 00:40:30.105919,BeR8 On
2019-04-18 00:40:32.397950,BeR1 Off
2019-04-18 00:40:33.019460,BeR8 Off
2019-04-18 00:40:34.752535,BeR4 On
2019-04-18 00:40:37.599865,BeR4 Off
2019-04-18 00:40:42.951539,BeR1 On
2019-04-18 00:40:43.293660,BeR4 On
2019-04-18 00:40:45.585092,BeR1 Off
2019-04-18 00:40:46.207054,BeR4 Off
2019-04-18 00:40:51.837533,BeR3 On
2019-04-18 00:40:53.013201,BeR1 On
2019-04-18 00:40:54.470324,BeR3 Off
2019-04-18 00:40:55.090667,BeR4 On
2019-04-18 00:40:55.433774,BeR1 Off
2019-04-18 00:40:58.003863,BeR4 Off
2019-04-18 00:40:58.066657,BeR8 On
2019-04-18 00:41:00.915736,BeR8 Off
2019-04-18 00:41:10.442161,BeR1 On
2019-04-18 00:41:10.504418,BeR4 On
2019-04-18 00:41:13.075684,BeR1 Off
2019-04-18 00:41:13.420231,BeR4 Off
2019-04-18 00:41:21.274416,BeR1 On
2019-04-18 00:41:21.337064,BeR4 On
2019-04-18 00:41:23.072652,BeR8 On
2019-04-18 00:41:23.973314,BeR1 Off
2019-04-18 00:41:24.315965,BeR4 Off
2019-04-18 00:41:25.771988,BeR8 Off
2019-04-18 00:41:46.987854,BeR1 On
2019-04-18 00:41:49.559289,BeR1 Off
2019-04-18 00:42:00.478279,BeR1 On
2019-04-18 00:42:00.539434,BeR3 On
2019-04-18 00:42:00.602819,BeR4 On
2019-04-18 00:42:03.173361,BeR1 Off
2019-04-18 00:42:03.237710,BeR3 Off
2019-04-18 00:42:03.582250,BeR4 Off
2019-04-18 00:42:08.655497,BeR1 On
2019-04-18 00:42:11.225628,BeR1 Off
2019-04-18 00:42:22.979296,BeR1 On
2019-04-18 00:42:23.598569,BeR8 On
2019-04-18 00:42:23.940166,BeR4 On
2019-04-18 00:42:25.397012,BeR1 Off
2019-04-18 00:42:26.017091,BeR3 On
2019-04-18 00:42:26.359716,BeR8 Off
2019-04-18 00:42:26.703869,BeR4 Off
2019-04-18 00:42:28.717647,BeR3 Off
2019-04-18 00:42:30.172284,BeR0 On
2019-04-18 00:42:30.792128,BeR1 On
2019-04-18 00:42:32.247179,BeR4 On
2019-04-18 00:42:32.589980,BeR0 Off
2019-04-18 00:42:33.490103,BeR1 Off
2019-04-18 00:42:35.224157,BeR4 Off
2019-04-18 00:42:44.472519,BeR1 On
2019-04-18 00:42:44.814810,BeR4 On
2019-04-18 00:42:47.106283,BeR1 Off
2019-04-18 00:42:47.728213,BeR4 Off
2019-04-18 00:42:52.801072,BeR1 On
2019-04-18 00:42:55.370966,BeR1 Off
2019-04-18 00:43:19.649629,BeR1 On
2019-04-18 00:43:19.711885,BeR4 On
2019-04-18 00:43:22.282444,BeR1 Off
2019-04-18 00:43:22.626226,BeR4 Off
2019-04-18 00:43:50.522718,BeR4 On
2019-04-18 00:43:51.142883,BeR1 On
2019-04-18 00:43:53.434172,BeR4 Off
2019-04-18 00:43:53.777259,BeR1 Off
2019-04-18 00:43:54.398214,BeR3 On
2019-04-18 00:43:56.966870,BeR3 Off
2019-04-18 00:44:01.205208,BeR1 On
2019-04-18 00:44:03.774563,BeR1 Off
2019-04-18 00:44:04.116449,BeR4 On
2019-04-18 00:44:06.964825,BeR4 Off
2019-04-18 00:44:10.923707,BeR1 On
2019-04-18 00:44:12.379422,BeR4 On
2019-04-18 00:44:13.557512,BeR1 Off
2019-04-18 00:44:14.455859,BeR8 On
2019-04-18 00:44:15.355951,BeR4 Off
2019-04-18 00:44:17.090291,BeR8 Off
2019-04-18 00:44:21.606655,BeR1 On
2019-04-18 00:44:24.174677,BeR1 Off
2019-04-18 00:44:29.807348,BeR8 On
2019-04-18 00:44:32.656412,BeR8 Off
2019-04-18 00:44:40.233644,BeR8 On
2019-04-18 00:44:43.082547,BeR8 Off
2019-04-18 00:44:47.041840,BeR1 On
2019-04-18 00:44:47.104435,BeR4 On
2019-04-18 00:44:49.117088,BeR8 On
2019-04-18 00:44:49.738439,BeR1 Off
2019-04-18 00:44:50.082108,BeR4 Off
2019-04-18 00:44:52.094564,BeR8 Off
2019-04-18 00:44:56.055434,BeR1 On
2019-04-18 00:44:58.625371,BeR1 Off
2019-04-18 00:45:05.646921,BeR1 On
2019-04-18 00:45:08.217064,BeR1 Off
2019-04-18 00:45:08.837301,BeR4 On
2019-04-18 00:45:09.178101,BeR8 On
2019-04-18 00:45:11.748521,BeR4 Off
2019-04-18 00:45:12.092284,BeR8 Off
2019-04-18 00:45:13.846673,BeR1 On
2019-04-18 00:45:16.482579,BeR1 Off
2019-04-18 00:45:24.892537,BeR1 On
2019-04-18 00:45:24.954799,BeR8 On
2019-04-18 00:45:27.525916,BeR1 Off
2019-04-18 00:45:27.870714,BeR8 Off
2019-04-18 00:45:33.777538,BeR1 On
2019-04-18 00:45:36.347891,BeR1 Off
2019-04-18 00:46:00.347164,BeR4 On
2019-04-18 00:46:03.195690,BeR4 Off
2019-04-18 00:46:15.505491,BeR8 On
2019-04-18 00:46:15.847084,BeR0 On
2019-04-18 00:46:18.437540,BeR0 Off
2019-04-18 00:46:18.491318,BeR8 Off
2019-04-18 00:46:20.225776,BeR1 On
2019-04-18 00:46:22.794575,BeR1 Off
2019-04-18 00:46:39.558000,BeR8 On
2019-04-18 00:46:39.899612,BeR1 On
2019-04-18 00:46:42.468287,BeR1 Off
2019-04-18 00:46:42.533390,BeR8 Off
2019-04-18 00:46:45.937658,BeR4 On
2019-04-18 00:46:48.786026,BeR4 Off
2019-04-18 00:46:49.127815,BeR8 On
2019-04-18 00:46:49.469371,BeR1 On
2019-04-18 00:46:52.039495,BeR1 Off
2019-04-18 00:46:52.103593,BeR8 Off
2019-04-18 00:47:10.259236,BeR1 On
2019-04-18 00:47:10.601531,BeR8 On
2019-04-18 00:47:12.892886,BeR1 Off
2019-04-18 00:47:13.514406,BeR8 Off
2019-04-18 00:47:19.422423,BeR1 On
2019-04-18 00:47:21.992057,BeR1 Off
2019-04-18 00:47:27.900827,BeR1 On
2019-04-18 00:47:28.241128,BeR4 On
2019-04-18 00:47:30.533583,BeR1 Off
2019-04-18 00:47:31.155804,BeR4 Off
2019-04-18 00:47:53.763588,BeR1 On
2019-04-18 00:47:56.333647,BeR1 Off
2019-04-18 00:48:02.519928,BeR8 On
2019-04-18 00:48:05.371304,BeR8 Off
2019-04-18 00:48:12.946765,BeR8 On
2019-04-18 00:48:13.845654,BeR1 On
2019-04-18 00:48:14.187022,BeR4 On
2019-04-18 00:48:15.922018,BeR8 Off
2019-04-18 00:48:16.264203,BeR1 Off
2019-04-18 00:48:17.164773,BeR4 Off
2019-04-18 00:48:45.617397,BeR1 On
2019-04-18 00:48:45.679694,BeR4 On
2019-04-18 00:48:46.578965,BeR8 On
2019-04-18 00:48:48.312939,BeR1 Off
2019-04-18 00:48:48.656855,BeR4 Off
2019-04-18 00:48:49.556704,BeR8 Off
2019-04-18 00:48:56.300019,BeR1 On
2019-04-18 00:48:58.869585,BeR1 Off
2019-04-18 00:49:07.561232,BeR1 On
2019-04-18 00:49:07.903179,BeR8 On
2019-04-18 00:49:08.244826,BeR4 On
2019-04-18 00:49:10.257783,BeR1 Off
2019-04-18 00:49:10.601470,BeR8 Off
2019-04-18 00:49:11.223087,BeR4 Off
2019-04-18 00:49:12.120964,BeR3 On
2019-04-18 00:49:14.970035,BeR3 Off
2019-04-18 00:49:30.619078,BeR1 On
2019-04-18 00:49:32.352820,BeR4 On
2019-04-18 00:49:33.252888,BeR1 Off
2019-04-18 00:49:35.265873,BeR4 Off
2019-04-18 00:49:37.276089,BeR8 On
2019-04-18 00:49:38.175838,BeR3 On
2019-04-18 00:49:39.352066,BeR1 On
2019-04-18 00:49:39.974267,BeR8 Off
2019-04-18 00:49:40.594074,BeR0 On
2019-04-18 00:49:40.937065,BeR3 Off
2019-04-18 00:49:41.836775,BeR1 Off
2019-04-18 00:49:43.014494,BeR0 Off
2019-04-18 00:50:12.302765,BeR8 On
2019-04-18 00:50:15.151462,BeR8 Off
2019-04-18 00:50:42.211340,BeR8 On
2019-04-18 00:50:45.059675,BeR8 Off
2019-04-18 00:50:50.969643,BeR8 On
2019-04-18 00:50:51.310320,BeR1 On
2019-04-18 00:50:53.601089,BeR8 Off
2019-04-18 00:50:53.944669,BeR1 Off
2019-04-18 00:50:54.841779,BeR4 On
2019-04-18 00:50:57.695594,BeR4 Off
2019-04-18 00:51:40.343857,BeR4 On
2019-04-18 00:51:40.417801,BeR8 On
2019-04-18 00:51:43.264370,BeR4 Off
2019-04-18 00:51:43.323859,BeR8 Off
2019-04-18 00:51:50.624270,BeR1 On
2019-04-18 00:51:50.965771,BeR4 On
2019-04-18 00:51:51.029020,BeR8 On
2019-04-18 00:51:53.329022,BeR1 Off
2019-04-18 00:51:53.664052,BeR4 Off
2019-04-18 00:51:53.727854,BeR8 Off
2019-04-18 00:52:05.203981,BeR4 On
2019-04-18 00:52:08.052224,BeR4 Off
2019-04-18 00:52:24.259865,BeR8 On
2019-04-18 00:52:27.110058,BeR8 Off
2019-04-18 00:52:31.068443,BeR4 On
